2.077973429717545173e+00 1.526223140443368820e+00 -1.202806556128200555e+01
2.466431894085347132e+00 1.370772173446292985e+00 -1.307329345741386462e+01
2.887363868479260187e+00 1.759180585371380445e+00 -1.403056059505827058e+01
2.894350493031149441e+00 1.916974206048825513e+00 -1.406368220847210182e+01
2.957891704622356066e+00 1.855391222585982991e+00 -1.415315243297453129e+01
3.221859686986552340e+00 1.751106750972180270e+00 -1.444798565699273851e+01
3.357933699657726034e+00 2.088454744185285872e+00 -1.459164141653204361e+01
3.548005299957111003e+00 1.943705775293978588e+00 -1.466962335021412045e+01
3.769405253004708634e+00 2.046969364014731951e+00 -1.468693900975723210e+01
3.683952646317921076e+00 2.173635382259443194e+00 -1.469723737384871320e+01
3.680872449552730963e+00 2.107797713259884187e+00 -1.469726316056243043e+01
3.675250428240694145e+00 2.175714181268882275e+00 -1.469715395773550171e+01
3.659019866603278714e+00 2.112334842500921184e+00 -1.469685859078881762e+01
3.671105967053672536e+00 2.182438249363096272e+00 -1.469692909761651833e+01
3.685821406198079853e+00 2.179301251489078162e+00 -1.469711108715688397e+01
3.699547028754002209e+00 2.149075457553920820e+00 -1.469720826174686401e+01
3.718252103645038442e+00 2.163040042221467729e+00 -1.469606730784898296e+01
3.695392894280320917e+00 2.099509841833033352e+00 -1.469687071573620329e+01
3.657639564266712995e+00 2.147098554946948568e+00 -1.469696853046910334e+01
3.663200330576501074e+00 2.146803127871874661e+00 -1.469720706437362345e+01
3.671966030938718983e+00 2.155021222200157460e+00 -1.469740067386216964e+01
3.685444810633608625e+00 2.142868391381989479e+00 -1.469754011252558534e+01
3.687610997661335155e+00 2.152755908585611166e+00 -1.469747702063839334e+01
3.683784434650075212e+00 2.134781566416072529e+00 -1.469754419978131921e+01
3.675615066175948353e+00 2.109229587067722456e+00 -1.469726174345133529e+01
3.690415152224145068e+00 2.135125648949669053e+00 -1.469746724640929081e+01
3.682325322874348661e+00 2.131975075202697134e+00 -1.469753865417149719e+01
3.675461491136145842e+00 2.130662550369421204e+00 -1.469750007523982305e+01
3.678642367674165747e+00 2.118107485212624486e+00 -1.469741625844943123e+01
3.671795132122604333e+00 2.126109287692271810e+00 -1.469741540591808260e+01
3.666555722834205167e+00 2.135351015851923773e+00 -1.469733270758439403e+01
3.679722404766640587e+00 2.152495240017618716e+00 -1.469751156943637582e+01
3.681288360197142229e+00 2.150949100854208318e+00 -1.469752524279511086e+01
3.674205823493104539e+00 2.164313352792054168e+00 -1.469733421737334744e+01
3.667216511138319923e+00 2.147465673198897917e+00 -1.469733643515475485e+01
3.669072377575496979e+00 2.137298633537541903e+00 -1.469740453025238480e+01
3.665905294409102844e+00 2.142318843658463479e+00 -1.469731376602773132e+01
3.668859020701287665e+00 2.135795390154715090e+00 -1.469739689408389971e+01
3.681371072258718957e+00 2.142249141892434317e+00 -1.469755726029393195e+01
3.680290697278532974e+00 2.132616670917488744e+00 -1.469754181074631028e+01
3.677867374282585811e+00 2.126560452613876606e+00 -1.469749598996836326e+01
3.686883966789209932e+00 2.137945055099560232e+00 -1.469752613979456513e+01
3.691958666156821778e+00 2.147003758559856479e+00 -1.469743470235989413e+01
3.683225527591355242e+00 2.154715398037301277e+00 -1.469749575635339056e+01
3.673846167319636535e+00 2.144179672422367400e+00 -1.469749531576405843e+01
3.670404718905734054e+00 2.142702922547873978e+00 -1.469743378908546028e+01
3.678771959737521691e+00 2.147109206989274544e+00 -1.469753710805821356e+01
3.683470123982423683e+00 2.140334364041367010e+00 -1.469755414342667699e+01
3.688953526173003095e+00 2.140912478721594070e+00 -1.469750059268811349e+01
3.687769136487983435e+00 2.140942402653513987e+00 -1.469751727454519141e+01
3.679261537352136457e+00 2.138519504679267325e+00 -1.469755345063294527e+01
3.683380876895093969e+00 2.145859145329315876e+00 -1.469754557799925365e+01
3.681790039911242651e+00 2.142335405759359546e+00 -1.469755701809408954e+01
3.681889891065895704e+00 2.139774570218145211e+00 -1.469755826211956418e+01
3.683026983381618269e+00 2.132227775344126552e+00 -1.469753775456421074e+01
3.677030884723718529e+00 2.134647737372438847e+00 -1.469753193633899713e+01
3.681530262957766197e+00 2.133571988328593516e+00 -1.469754642443443693e+01
3.684984199027363072e+00 2.129112188187533228e+00 -1.469750968218663978e+01
3.683851494541262817e+00 2.128890320365863342e+00 -1.469751570758306691e+01
3.680812814581816639e+00 2.130945799015172337e+00 -1.469753469433969961e+01
3.680042361014237873e+00 2.126440658553276020e+00 -1.469750459800376596e+01
3.682634899921119143e+00 2.129654376092013912e+00 -1.469752554573184788e+01
3.677788336146449399e+00 2.128080026065135577e+00 -1.469750625711365899e+01
3.679773287594582332e+00 2.131142909553140452e+00 -1.469753377808886086e+01
